Lenguage,Text,texto_tokenizado
en,ordered deed all this of which us canons this and will time of at guarantee,"['ordered', 'deed', 'all', 'this', 'of', 'which', 'canon', 'this', 'and', 'will', 'time', 'of', 'at', 'guarantee']"
en,behalf our to the at at every we pay the wheresoever render the our year,"['behalf', 'our', 'to', 'the', 'at', 'at', 'every', 'we', 'pay', 'the', 'wheresoever', 'render', 'the', 'our', 'year']"
en,"undertaken of year, silver the canons aforesaid the on part concerning mark have aforesaid and","['undertaken', 'of', 'year', 'silver', 'the', 'canon', 'aforesaid', 'the', 'on', 'part', 'concerning', 'mark', 'have', 'aforesaid', 'and']"
en,"part Church under English English the trial ended, consolidated outcome the briefly in worship of","['part', 'church', 'under', 'english', 'english', 'the', 'trial', 'ended', 'consolidated', 'outcome', 'the', 'briefly', 'in', 'worship', 'of']"
en,"monarch Protectorate of replacement only The in Constitutionally, while England first, an execution the legally","['monarch', 'protectorate', 'of', 'replacement', 'only', 'the', 'in', 'constitutionally', 'while', 'england', 'first', 'an', 'execution', 'the', 'legally']"
en,"the established was the Glorious Charles with, at (1653-1658) as the personal English Parliamentary never","['the', 'established', 'wa', 'the', 'glorious', 'charles', 'with', 'at', 'the', 'personal', 'english', 'parliamentary', 'never']"
en,"war (1658-1659). II established the of the the the the Revolution executed consent, then govern","['war', 'ii', 'established', 'the', 'of', 'the', 'the', 'the', 'the', 'revolution', 'executed', 'consent', 'then', 'govern']"
en,Commonwealth cannot without Ascendancy. (1651); England Protestant the of that of Oliver his and the,"['commonwealth', 'cannot', 'without', 'ascendancy', 'england', 'protestant', 'the', 'of', 'that', 'of', 'oliver', 'his', 'and', 'the']"
en,his created war went Lambert English a presided and in no civil 1660. was then,"['his', 'created', 'war', 'went', 'lambert', 'english', 'presided', 'and', 'in', 'no', 'civil', 'wa', 'then']"
en,"in Although his He Rump returned Restoration the of Safety, resignation. living a his the","['in', 'although', 'his', 'he', 'rump', 'returned', 'restoration', 'the', 'of', 'safety', 'resignation', 'living', 'his', 'the']"
en,prevented away by descendants.[1] Scotland. to relative of for troops from life. and the recalled,"['prevented', 'away', 'by', 'descendant', 'scotland', 'to', 'relative', 'of', 'for', 'troop', 'from', 'life', 'and', 'the', 'recalled']"
en,"elected. Petty. Marquess century and peer, like from was and the the late nor the","['elected', 'petty', 'marquess', 'century', 'and', 'peer', 'like', 'from', 'wa', 'and', 'the', 'the', 'late', 'nor', 'the']"
en,"themselves Whigs. 18th development, of the William was Townshend, of such some including to of","['themselves', 'whig', 'th', 'development', 'of', 'the', 'william', 'wa', 'townshend', 'of', 'such', 'some', 'including', 'to', 'of']"
en,"younger Pittite division the Whig parties passed, a appearance Gibbs, 19th Pittite a the Henry","['younger', 'pittite', 'division', 'the', 'whig', 'party', 'passed', 'appearance', 'gibbs', 'th', 'pittite', 'the', 'henry']"
en,"Euston, prominent early Sir a time the Younger be this members, Granby, of University University","['euston', 'prominent', 'early', 'sir', 'time', 'the', 'younger', 'be', 'this', 'member', 'granby', 'of', 'university', 'university']"
en,"Croftes Vicary he political typical Hon. William centuries, a the parliament: distinguished and Grey,","['croftes', 'vicary', 'he', 'political', 'typical', 'hon', 'william', 'century', 'the', 'parliament', 'distinguished', 'and', 'grey']"
en,"independent today. France Empire. War one the was War which Empire, century, de came Europe.","['independent', 'today', 'france', 'empire', 'war', 'one', 'the', 'wa', 'war', 'which', 'empire', 'century', 'de', 'came', 'europe']"
en,Axis of Wars established Republic War. the and the remains and participant France. in the,"['axis', 'of', 'war', 'established', 'republic', 'war', 'the', 'and', 'the', 'remains', 'and', 'participant', 'france', 'in', 'the']"
en,"Algeria culminating Charles Following the victorious, in connections 1940. Republic, of most under took was","['algeria', 'culminating', 'charles', 'following', 'the', 'victorious', 'in', 'connection', 'republic', 'of', 'most', 'under', 'took', 'wa']"
en,"Third continental and First from established World economic 1960s, Allies Following major emerged (1803-15) it","['third', 'continental', 'and', 'first', 'from', 'established', 'world', 'economic', 'ally', 'following', 'major', 'emerged', 'it']"
en,"of in a retaining The Napoleon occupation power later 1944, collapse and World led His","['of', 'in', 'retaining', 'the', 'napoleon', 'occupation', 'power', 'later', 'collapse', 'and', 'world', 'led', 'his']"
en,"German parts AD the reunified state 10th Holy before states by the II, and","['german', 'part', 'ad', 'the', 'reunified', 'state', 'th', 'holy', 'before', 'state', 'by', 'the', 'ii', 'and']"
en,"the 1918-19, 1990. seizure was formed of in was states the central revolution Various During","['the', 'seizure', 'wa', 'formed', 'of', 'in', 'wa', 'state', 'the', 'central', 'revolution', 'various', 'during']"
en,1815. into the named the northern Germany and led Empire. In the of a Confederation,"['into', 'the', 'named', 'the', 'northern', 'germany', 'and', 'led', 'empire', 'in', 'the', 'of', 'confederation']"
en,a II of of Germany. War I and the power nation the Nazi A After,"['ii', 'of', 'of', 'germany', 'war', 'and', 'the', 'power', 'nation', 'the', 'nazi', 'after']"
en,"a century, replaced of a was of Community modern of The became of the","['century', 'replaced', 'of', 'wa', 'of', 'community', 'modern', 'of', 'the', 'became', 'of', 'the']"
en,the is pursues founding of or not the armed Burgundy. European in Nations series successes,"['the', 'is', 'pursues', 'founding', 'of', 'or', 'not', 'the', 'armed', 'burgundy', 'european', 'in', 'nation', 'series', 'success']"
en,"world.[11] document policy Since from Cross, Association, and was best the and but organisations, It","['world', 'document', 'policy', 'since', 'from', 'cross', 'association', 'and', 'wa', 'best', 'the', 'and', 'but', 'organisation', 'it']"
en,"1648. fought However, military Peace Austria Eurozone. Market maintained a the of second oldest of","['fought', 'however', 'military', 'peace', 'austria', 'eurozone', 'market', 'maintained', 'the', 'of', 'second', 'oldest', 'of']"
en,"to the in of which Area it involved the organisations, to Swiss independence the 16th","['to', 'the', 'in', 'of', 'which', 'area', 'it', 'involved', 'the', 'organisation', 'to', 'swiss', 'independence', 'the', 'th']"
en,"United the The an and from of Union, and Federal neutrality; medieval is did against","['united', 'the', 'the', 'an', 'and', 'from', 'of', 'union', 'and', 'federal', 'neutrality', 'medieval', 'is', 'did', 'against']"
en,Norway than Denmark rainfall such northerly other total freezing some strait mi)[15] climate during of,"['norway', 'than', 'denmark', 'rainfall', 'such', 'northerly', 'other', 'total', 'freezing', 'some', 'strait', 'mi', 'climate', 'during', 'of']"
en,"border kilometres areas the to south, lowland influence coasts, also the maritime or extensive and","['border', 'kilometre', 'area', 'the', 'to', 'south', 'lowland', 'influence', 'coast', 'also', 'the', 'maritime', 'or', 'extensive', 'and']"
en,"is has latitudes. and lot Ocean sea high a colder, also commonplace an Even country.","['is', 'ha', 'latitude', 'and', 'lot', 'ocean', 'sea', 'high', 'colder', 'also', 'commonplace', 'an', 'even', 'country']"
en,"world Sweden 385,207 snowfall maritime August a sq the the to mi 5,312,300 on the","['world', 'sweden', 'snowfall', 'maritime', 'august', 'sq', 'the', 'the', 'to', 'mi', 'on', 'the']"
en,"while on (1,619 the Norway's on country the mild North with facing on above Norway","['while', 'on', 'the', 'norway', 'on', 'country', 'the', 'mild', 'north', 'with', 'facing', 'on', 'above', 'norway']"
en,"form as ! grounds, poetry Latin ""Norseman, on as the of any and lake The","['form', 'ground', 'poetry', 'latin', 'norseman', 'on', 'the', 'of', 'any', 'and', 'lake', 'the']"
en,other by and presence originated runic has Among was and Myrvoll used attestations and in,"['other', 'by', 'and', 'presence', 'originated', 'runic', 'ha', 'among', 'wa', 'and', 'myrvoll', 'used', 'attestation', 'and', 'in']"
en,"in the another route is was in the early Norwegian due name, the the very","['in', 'the', 'another', 'route', 'is', 'wa', 'in', 'the', 'early', 'norwegian', 'due', 'name', 'the', 'the', 'very']"
en,"county, the component it since also to in not view and various Nore in land","['county', 'the', 'component', 'it', 'since', 'also', 'to', 'in', 'not', 'view', 'and', 'various', 'nore', 'in', 'land']"
en,norÃ°rmaÃ°r and meaning would student English is as as forms Buskerud of and theory first,"['noradegrmaadegr', 'and', 'meaning', 'would', 'student', 'english', 'is', 'form', 'buskerud', 'of', 'and', 'theory', 'first']"
en,ethnonym norÃ°r to same inscriptions Halvorsen Latin Norse village been This favour nuruiak in (modern,"['ethnonym', 'noradegr', 'to', 'same', 'inscription', 'halvorsen', 'latin', 'norse', 'village', 'been', 'this', 'favour', 'nuruiak', 'in', 'modern']"
en,"TrÃ¸nnes the out nuriki). person"" such earliest attested 1847; philologist still or vowel pointed (""narrow","['tra,nnes', 'the', 'out', 'nuriki', 'person', 'such', 'earliest', 'attested', 'philologist', 'still', 'or', 'vowel', 'pointed', 'narrow']"
en,"the sailing meaning.[34][35] ""northern"", reflected other interpretation element the a of it attestations philology way"").","['the', 'sailing', 'meaning', 'northern', 'reflected', 'other', 'interpretation', 'element', 'the', 'of', 'it', 'attestation', 'philology', 'way']"
en,"to since as preserved but introduced has early of Wheatstone, the the published and the","['to', 'since', 'preserved', 'but', 'introduced', 'ha', 'early', 'of', 'wheatstone', 'the', 'the', 'published', 'and', 'the']"
en,bioscope one be success either period. in such to capture that invention use created photographic,"['bioscope', 'one', 'be', 'success', 'either', 'period', 'in', 'such', 'to', 'capture', 'that', 'invention', 'use', 'created', 'photographic']"
en,first by He advent complete Duboscq in instrument photographs the about combined a interest posed,"['first', 'by', 'he', 'advent', 'complete', 'duboscq', 'in', 'instrument', 'photograph', 'the', 'about', 'combined', 'interest', 'posed']"
en,to and photographic machine. no as to a has sculptures of and it the needed,"['to', 'and', 'photographic', 'machine', 'no', 'to', 'ha', 'sculpture', 'of', 'and', 'it', 'the', 'needed']"
en,"Plateau photographs 1850s, failure was moving means different phÃ©nakisticope advertised was idea the instrument Joseph","['plateau', 'photograph', 'failure', 'wa', 'moving', 'mean', 'different', 'pha(c)nakisticope', 'advertised', 'wa', 'idea', 'the', 'instrument', 'joseph']"
en,"type, Kodak's tripack"" are being films films used. These is often They for versions with","['type', 'kodak', 'tripack', 'are', 'being', 'film', 'film', 'used', 'these', 'is', 'often', 'they', 'for', 'version', 'with']"
en,"usually ""integral negative 2010s introduced, which were coated meant these was commercial were ""WarnerColor"", emulsion,","['usually', 'integral', 'negative', 'introduced', 'which', 'were', 'coated', 'meant', 'these', 'wa', 'commercial', 'were', 'warnercolor', 'emulsion']"
en,"by and 1935, films and it films around production first but the came this In","['by', 'and', 'film', 'and', 'it', 'film', 'around', 'production', 'first', 'but', 'the', 'came', 'this', 'in']"
en,"trade photographic were of use three were made ""color The the In is but processor.","['trade', 'photographic', 'were', 'of', 'use', 'three', 'were', 'made', 'color', 'the', 'the', 'in', 'is', 'but', 'processor']"
en,"in studio the motion films. home modified movies Eastman film"" US, intended was the","['in', 'studio', 'the', 'motion', 'film', 'home', 'modified', 'movie', 'eastman', 'film', 'intended', 'wa', 'the']"
en,"An tend copper, (which is of because is exception plating are metal, During higher.[7] to","['an', 'tend', 'copper', 'which', 'is', 'of', 'because', 'is', 'exception', 'plating', 'are', 'metal', 'during', 'higher', 'to']"
en,resistance d and Pure preceding because improves as not of used of II high contact,"['resistance', 'and', 'pure', 'preceding', 'because', 'improves', 'not', 'of', 'used', 'of', 'ii', 'high', 'contact']"
en,"particularly metals, with for electrical allotrope) silver occur common metal.[7] electrical superfluid any higher VHF","['particularly', 'metal', 'with', 'for', 'electrical', 'allotrope', 'silver', 'occur', 'common', 'metal', 'electrical', 'superfluid', 'any', 'higher', 'vhf']"
